,price,bedrooms,bathrooms,sqft_living,floors,view,grade,sqft_above,sqft_basement,lat,long,sqft_living15,WaterFront,month_sold,age,yrs_reno,Renovated,dist_to_Seattle,Bellevue,Federal Way,Kent,Renton,Seattle,rel_size
15143,279950.0,3,1.75,1720,1.0,0.0,8,1720,0,47.3731,-122.286,1970,0,3,37,37.0,0,16.38,0,0,1,0,0,0.8730964467005076
15145,310000.0,3,2.25,1960,2.0,0.0,7,1750,210,47.5419,-122.288,1760,0,8,11,11.0,0,5.07,0,0,0,0,1,1.1136363636363635
15148,930000.0,2,1.5,1800,1.0,2.0,7,1000,800,47.6305,-122.34700000000001,2270,0,12,72,72.0,0,1.65,0,0,0,0,1,0.7929515418502202
15149,412000.0,4,1.5,1960,1.0,0.0,7,980,980,47.5688,-122.363,1300,0,4,103,103.0,0,3.0,0,0,0,0,1,1.5076923076923077
15150,225000.0,3,1.0,1250,1.0,0.0,6,1250,0,47.4902,-122.256,1800,0,4,50,50.0,0,8.93,0,0,0,1,0,0.6944444444444444
15151,507000.0,3,2.5,2120,2.0,0.0,8,2120,0,47.7174,-122.337,1930,0,6,11,11.0,0,7.55,0,0,0,0,1,1.0984455958549222
15153,230000.0,3,2.5,1340,2.0,0.0,7,1340,0,47.3839,-122.038,1060,0,11,19,19.0,0,20.78,0,0,1,0,0,1.2641509433962264
15155,616200.0,5,3.25,3920,2.0,0.0,9,3030,890,47.5202,-121.885,2660,0,9,0,0.0,0,21.83,0,0,0,1,0,1.4736842105263157
15157,370000.0,4,2.5,2570,2.0,0.0,8,2570,0,47.4237,-122.162,2140,0,3,28,28.0,0,15.07,0,0,1,0,0,1.2009345794392523
15158,619100.0,3,1.75,1870,1.0,0.0,7,1870,0,47.6999,-122.17,1820,0,3,38,38.0,0,9.96,1,0,0,0,0,1.0274725274725274
15159,805000.0,3,2.25,2860,1.0,1.0,8,2290,570,47.4534,-122.37200000000001,2030,0,8,58,58.0,0,10.81,0,0,0,1,0,1.4088669950738917
15160,612125.0,2,1.5,1670,1.0,0.0,7,1090,580,47.6517,-122.374,1670,0,2,65,65.0,0,3.52,0,0,0,0,1,1.0
15161,350000.0,2,1.5,1070,3.0,0.0,8,1070,0,47.6761,-122.3,1100,0,9,11,11.0,0,4.98,0,0,0,0,1,0.9727272727272728
15163,335000.0,3,2.5,2588,2.0,0.0,8,2588,0,47.3449,-122.15100000000001,2389,0,10,6,6.0,0,20.1,0,0,1,0,0,1.0832984512348263
15164,972800.0,5,3.25,3500,2.0,0.0,11,3500,0,47.5198,-122.15700000000001,3500,0,3,14,14.0,0,10.3,0,0,0,1,0,1.0
15167,415000.0,3,1.5,1090,1.0,0.0,7,1090,0,47.6219,-122.115,1320,0,11,48,48.0,0,10.29,1,0,0,0,0,0.8257575757575758
15168,399000.0,3,3.0,2240,2.0,0.0,7,1710,530,47.5529,-122.35600000000001,1530,0,8,64,64.0,0,3.93,0,0,0,0,1,1.4640522875816993
15169,376000.0,2,1.0,1150,1.0,0.0,7,1150,0,47.6575,-122.39399999999999,1150,0,5,67,67.0,0,4.38,0,0,0,0,1,1.0
15170,340000.0,3,2.0,1870,1.0,0.0,7,1120,750,47.5371,-122.39299999999999,1870,0,12,101,101.0,0,5.59,0,0,0,0,1,1.0
15171,490000.0,5,2.75,2990,2.0,0.0,8,2990,0,47.4955,-122.16,2710,0,11,17,17.0,0,11.27,0,0,0,1,0,1.103321033210332
15172,374000.0,4,2.5,2580,2.0,0.0,7,2580,0,47.4858,-122.185,2160,0,6,10,10.0,0,10.96,0,0,0,1,0,1.1944444444444444
15173,852000.0,4,1.0,2220,1.5,0.0,7,1470,750,47.6854,-122.30799999999999,1740,0,3,88,88.0,0,5.49,0,0,0,0,1,1.2758620689655173
15176,431000.0,2,2.0,1390,1.0,0.0,8,970,420,47.7499,-122.29,1940,0,8,55,55.0,0,10.02,0,0,0,0,1,0.7164948453608248
15177,435000.0,4,3.0,2270,1.0,0.0,7,1410,860,47.7722,-122.315,1740,0,5,36,36.0,0,11.38,0,0,0,0,1,1.3045977011494252
15179,450000.0,3,2.75,1250,2.0,0.0,8,1040,210,47.5826,-122.387,1250,0,5,4,4.0,0,2.98,0,0,0,0,1,1.0
15181,244000.0,3,1.75,1500,1.0,0.0,8,1500,0,47.3155,-122.365,1940,0,12,38,38.0,0,20.24,0,1,0,0,0,0.7731958762886598
15182,550000.0,3,2.5,2800,2.0,0.0,9,2800,0,47.7528,-122.195,2580,0,2,14,14.0,0,11.93,1,0,0,0,0,1.0852713178294573
15185,350000.0,3,1.0,1790,1.5,0.0,7,1090,700,47.575,-122.288,1360,0,7,110,110.0,0,3.17,0,0,0,0,1,1.3161764705882353
15186,615000.0,3,1.0,1790,1.5,0.0,7,1090,700,47.575,-122.288,1360,0,2,111,111.0,0,3.17,0,0,0,0,1,1.3161764705882353
15187,542000.0,3,2.25,2220,2.0,0.0,8,2220,0,47.7148,-122.101,2320,0,2,30,30.0,0,13.15,1,0,0,0,0,0.9568965517241379
15188,710000.0,4,1.75,2000,1.0,3.0,7,1000,1000,47.6428,-122.348,2610,0,11,58,58.0,0,2.48,0,0,0,0,1,0.7662835249042146
15189,289950.0,3,2.5,1770,1.0,0.0,8,1770,0,47.3196,-122.272,2200,0,5,27,27.0,0,20.13,0,1,0,0,0,0.8045454545454546
15191,528000.0,2,1.0,1260,1.5,0.0,7,1120,140,47.6805,-122.384,1260,0,11,89,89.0,0,5.5,0,0,0,0,1,1.0
15192,471000.0,2,1.0,840,1.0,0.0,7,840,0,47.6779,-122.384,1550,0,3,66,66.0,0,5.33,0,0,0,0,1,0.5419354838709678
15193,250000.0,4,2.75,1830,2.0,0.0,8,1830,0,47.2601,-122.286,2400,0,12,13,13.0,0,24.13,0,1,0,0,0,0.7625
15194,155000.0,3,1.5,970,1.0,0.0,7,970,0,47.3284,-122.331,1230,0,10,48,48.0,0,19.31,0,1,0,0,0,0.7886178861788617
15195,515000.0,4,1.5,1740,1.5,0.0,7,1400,340,47.7243,-122.363,1600,0,8,68,68.0,0,8.13,0,0,0,0,1,1.0875
15196,336600.0,3,2.25,1654,2.0,0.0,7,1654,0,47.3618,-122.03299999999999,1975,0,3,20,20.0,0,22.09,0,0,1,0,0,0.8374683544303797
15197,915000.0,3,2.25,2390,2.0,0.0,8,1580,810,47.6339,-122.354,2200,0,3,90,90.0,0,1.99,0,0,0,0,1,1.0863636363636364
15198,350000.0,2,1.75,1080,2.0,0.0,7,1080,0,47.7065,-122.235,1800,0,7,30,30.0,0,8.24,1,0,0,0,0,0.6
15200,175000.0,3,1.0,1070,1.0,0.0,7,1070,0,47.3377,-122.291,1320,0,3,48,48.0,0,18.78,0,1,0,0,0,0.8106060606060606
15201,545000.0,2,2.0,1430,1.0,0.0,7,1430,0,47.6844,-122.39200000000001,1430,0,3,66,66.0,0,5.9,0,0,0,0,1,1.0
15202,475000.0,4,3.0,2400,2.0,2.0,7,1600,800,47.5099,-122.26,2400,0,12,49,49.0,0,7.63,0,0,0,1,0,1.0
15203,390000.0,2,1.0,670,1.0,0.0,5,670,0,47.498999999999995,-122.15700000000001,2180,0,4,12,12.0,0,11.21,0,0,0,1,0,0.3073394495412844
15206,480000.0,4,2.5,2180,2.0,2.0,8,2180,0,47.4817,-121.802,2390,0,3,18,18.0,0,26.33,0,0,0,1,0,0.9121338912133892
15207,725000.0,3,1.75,1860,2.0,2.0,8,1860,0,47.5981,-122.288,3030,0,7,55,55.0,0,2.3,0,0,0,0,1,0.6138613861386139
15209,300000.0,2,1.0,1010,1.0,0.0,6,1010,0,47.7461,-122.322,1220,0,7,67,67.0,0,9.55,0,0,0,0,1,0.8278688524590164
15210,752000.0,4,2.5,2570,1.0,2.0,8,1710,860,47.5483,-122.26100000000001,2050,0,3,54,54.0,0,5.38,0,0,0,1,0,1.2536585365853659
15211,585000.0,4,2.5,1950,2.0,0.0,8,1950,0,47.5503,-121.99700000000001,1720,0,9,10,10.0,0,16.25,1,0,0,0,0,1.1337209302325582
15212,678700.0,3,1.75,1970,1.0,0.0,8,1300,670,47.6669,-122.179,2500,0,2,42,42.0,0,8.33,1,0,0,0,0,0.788
15213,603000.0,4,2.25,2110,2.0,0.0,9,2110,0,47.6386,-122.05799999999999,2660,0,4,40,40.0,0,13.07,1,0,0,0,0,0.793233082706767
15214,715000.0,3,1.75,1650,1.5,4.0,7,1150,500,47.6989,-122.399,2300,0,3,87,87.0,0,6.94,0,0,0,0,1,0.717391304347826
15217,467500.0,2,1.75,1490,1.0,0.0,7,750,740,47.5496,-122.391,1400,0,2,97,97.0,0,4.8,0,0,0,0,1,1.0642857142857143
15218,359000.0,3,2.25,1650,1.0,0.0,7,1230,420,47.7237,-122.335,1690,0,10,29,29.0,0,7.99,0,0,0,0,1,0.9763313609467456
15219,745000.0,4,2.0,1960,1.0,0.0,8,960,1000,47.58,-122.405,1680,0,8,92,13.0,1,3.78,0,0,0,0,1,1.1666666666666667
15221,935000.0,3,2.0,1720,1.5,0.0,8,1060,660,47.6384,-122.35,1590,0,4,105,15.0,1,2.21,0,0,0,0,1,1.0817610062893082
15222,615000.0,3,2.5,1980,2.0,0.0,8,1890,90,47.5456,-122.016,2160,0,9,5,5.0,0,15.48,1,0,0,0,0,0.9166666666666666
15224,283500.0,4,2.5,1990,2.0,0.0,7,1990,0,47.3191,-122.191,2020,0,1,16,16.0,0,21.05,0,0,1,0,0,0.9851485148514851
15225,340000.0,2,1.0,860,1.0,0.0,6,860,0,47.7042,-122.369,1450,0,12,67,67.0,0,6.83,0,0,0,0,1,0.593103448275862
15226,370000.0,4,2.5,2320,2.0,0.0,8,2320,0,47.4449,-122.274,2320,0,2,21,21.0,0,11.62,0,0,0,1,0,1.0
15228,265000.0,4,1.0,1940,1.0,0.0,7,1080,860,47.4139,-122.208,1940,0,5,52,52.0,0,14.66,0,0,1,0,0,1.0
15229,480000.0,4,2.25,2520,2.0,0.0,8,1690,830,47.6109,-122.303,1530,0,8,106,106.0,0,1.51,0,0,0,0,1,1.6470588235294117
15230,667500.0,3,2.0,1880,1.0,0.0,7,1030,850,47.6841,-122.309,1700,0,6,87,87.0,0,5.39,0,0,0,0,1,1.1058823529411765
15233,465000.0,3,2.25,2670,1.0,0.0,7,1640,1030,47.4608,-122.354,1970,0,6,48,48.0,0,10.2,0,0,0,1,0,1.3553299492385786
15235,345000.0,3,1.0,1060,1.0,0.0,6,760,300,47.5116,-122.37899999999999,1310,0,3,72,72.0,0,6.96,0,0,0,0,1,0.8091603053435115
15236,439800.0,3,1.5,1120,1.0,0.0,7,1120,0,47.6023,-122.132,1300,0,6,58,58.0,0,9.47,1,0,0,0,0,0.8615384615384616
15237,468000.0,4,1.75,2250,1.0,0.0,7,1330,920,47.7633,-122.199,2250,0,7,56,56.0,0,12.45,1,0,0,0,0,1.0
15238,775000.0,4,2.5,2070,1.0,0.0,8,1250,820,47.6608,-122.19,2070,0,7,38,38.0,0,7.67,1,0,0,0,0,1.0
15239,684680.0,4,2.25,2370,2.0,0.0,8,2370,0,47.6518,-122.12299999999999,2370,0,6,35,35.0,0,10.32,1,0,0,0,0,1.0
15243,250000.0,3,2.5,1610,2.0,0.0,7,1610,0,47.2827,-122.302,1660,0,9,20,20.0,0,22.51,0,1,0,0,0,0.9698795180722891
15245,442500.0,4,2.25,1840,1.0,0.0,7,1390,450,47.7328,-122.198,1820,0,11,41,41.0,0,10.72,1,0,0,0,0,1.010989010989011
15247,699000.0,3,2.0,1820,2.0,2.0,8,1820,0,47.6735,-122.40100000000001,2160,0,9,77,27.0,1,5.46,0,0,0,0,1,0.8425925925925926
15251,345000.0,2,1.0,1130,1.0,0.0,7,1130,0,47.7064,-122.355,1220,0,9,93,93.0,0,6.86,0,0,0,0,1,0.9262295081967213
15252,229000.0,4,1.0,1320,1.5,0.0,7,1320,0,47.5457,-122.363,1640,0,4,87,87.0,0,4.49,0,0,0,0,1,0.8048780487804879
15253,300000.0,3,1.0,1290,1.5,0.0,6,1290,0,47.3719,-122.461,1620,0,3,107,107.0,0,17.33,0,1,0,0,0,0.7962962962962963
15254,392500.0,3,3.25,1600,3.0,0.0,8,1600,0,47.6957,-122.375,1600,0,8,16,16.0,0,6.33,0,0,0,0,1,1.0
15255,552000.0,3,1.0,1120,1.0,0.0,7,820,300,47.6797,-122.384,1430,0,6,102,102.0,0,5.45,0,0,0,0,1,0.7832167832167832
15256,457000.0,2,1.75,2060,1.0,0.0,7,1420,640,47.7038,-122.31700000000001,1860,0,11,74,74.0,0,6.67,0,0,0,0,1,1.10752688172043
15258,237000.0,3,2.0,1210,1.0,0.0,7,1210,0,47.4097,-122.193,1560,0,8,29,29.0,0,15.21,0,0,1,0,0,0.7756410256410257
15261,295000.0,4,2.5,1850,2.0,0.0,7,1850,0,47.4079,-122.186,1850,0,7,21,21.0,0,15.47,0,0,1,0,0,1.0
15262,513000.0,4,2.5,1930,1.0,0.0,7,1380,550,47.7283,-122.21799999999999,2080,0,4,37,37.0,0,9.93,1,0,0,0,0,0.9278846153846154
15263,772500.0,4,2.5,3230,2.0,0.0,9,3230,0,47.6874,-122.161,3220,0,10,10,10.0,0,9.78,1,0,0,0,0,1.0031055900621118
15264,765000.0,4,2.5,3230,2.0,0.0,9,3230,0,47.6874,-122.161,3220,0,12,10,10.0,0,9.78,1,0,0,0,0,1.0031055900621118
15265,696950.0,4,2.75,2450,1.5,0.0,7,1550,900,47.6865,-122.396,1920,0,10,94,94.0,0,6.11,0,0,0,0,1,1.2760416666666667
15266,329000.0,3,1.0,1200,1.5,0.0,7,1200,0,47.5065,-122.249,1610,0,2,87,87.0,0,8.08,0,0,0,1,0,0.7453416149068323
15267,339999.0,3,2.5,2360,2.0,0.0,8,2360,0,47.3257,-122.17,1860,0,12,19,19.0,0,20.96,0,0,1,0,0,1.2688172043010753
15268,364500.0,3,1.0,1060,1.0,0.0,7,1060,0,47.7317,-122.31,1520,0,7,55,55.0,0,8.62,0,0,0,0,1,0.6973684210526315
15269,607500.0,5,1.75,2220,1.5,0.0,7,1420,800,47.648,-122.384,1550,0,5,91,91.0,0,3.58,0,0,0,0,1,1.4322580645161291
15270,550000.0,3,1.0,880,1.0,0.0,6,880,0,47.6855,-122.199,1690,0,4,54,54.0,0,8.29,1,0,0,0,0,0.5207100591715976
15271,479900.0,4,2.0,2510,1.0,0.0,8,1630,880,47.7438,-122.229,1980,0,4,55,55.0,0,10.6,1,0,0,0,0,1.2676767676767677
15273,192000.0,2,1.0,700,1.0,0.0,6,700,0,47.438,-122.336,890,0,5,61,61.0,0,11.74,0,0,1,0,0,0.7865168539325843
15274,250000.0,3,2.0,1500,1.0,0.0,7,1060,440,47.3653,-122.09,1640,0,4,38,38.0,0,20.29,0,0,1,0,0,0.9146341463414634
15276,340000.0,3,2.0,1420,1.0,0.0,7,830,590,47.5102,-122.37200000000001,1420,0,10,72,72.0,0,6.97,0,0,0,0,1,1.0
15278,324800.0,2,1.0,1170,1.0,0.0,6,880,290,47.5492,-122.302,1430,0,4,66,66.0,0,4.34,0,0,0,0,1,0.8181818181818182
15280,400000.0,4,1.75,1770,1.0,0.0,8,1770,0,47.7438,-122.24700000000001,2150,0,4,27,27.0,0,10.23,1,0,0,0,0,0.8232558139534883
15281,640500.0,3,1.0,1070,1.0,2.0,7,1070,0,47.5305,-122.384,1380,0,5,96,96.0,0,5.82,0,0,0,0,1,0.7753623188405797
15282,570000.0,3,2.0,1930,1.0,0.0,8,1260,670,47.7657,-122.272,2030,0,4,51,51.0,0,11.28,1,0,0,0,0,0.9507389162561576
15284,330490.0,3,2.75,1440,1.0,0.0,7,1040,400,47.4431,-122.13799999999999,1510,0,4,35,35.0,0,14.63,0,0,0,1,0,0.9536423841059603
15285,325000.0,3,2.5,1740,2.0,0.0,7,1740,0,47.3777,-122.023,2180,0,8,15,15.0,0,21.56,0,0,1,0,0,0.7981651376146789
15286,335000.0,3,2.5,1740,2.0,0.0,7,1740,0,47.3777,-122.023,2180,0,4,16,16.0,0,21.56,0,0,1,0,0,0.7981651376146789
15287,314000.0,5,2.75,2210,1.0,0.0,7,1460,750,47.4468,-122.28200000000001,1590,0,11,51,51.0,0,11.4,0,0,0,1,0,1.389937106918239
15288,625000.0,4,2.0,2190,1.5,0.0,8,1990,200,47.6887,-122.31200000000001,1450,0,9,89,89.0,0,5.67,0,0,0,0,1,1.5103448275862068
15289,809000.0,3,2.5,2590,2.0,0.0,9,2590,0,47.659,-122.146,2600,0,6,26,26.0,0,9.48,1,0,0,0,0,0.9961538461538462
15291,275000.0,5,1.75,2180,1.0,0.0,7,1140,1040,47.4364,-122.28,2140,0,8,51,51.0,0,12.13,0,0,1,0,0,1.0186915887850467
15292,358000.0,4,2.75,2580,1.0,0.0,7,1620,960,47.4475,-122.15899999999999,1570,0,4,48,48.0,0,13.79,0,0,0,1,0,1.643312101910828
15295,210000.0,2,1.0,720,1.0,0.0,6,720,0,47.4662,-122.359,2300,0,6,71,71.0,0,9.85,0,0,0,1,0,0.3130434782608696
15296,622500.0,3,2.5,2260,1.5,0.0,7,1380,880,47.5714,-122.376,1870,0,8,86,86.0,0,3.16,0,0,0,0,1,1.2085561497326203
15297,550000.0,3,2.5,1550,3.0,0.0,8,1390,160,47.6355,-122.324,1550,0,10,10,10.0,0,1.97,0,0,0,0,1,1.0
15298,190000.0,3,1.75,1390,1.0,0.0,7,1390,0,47.4559,-122.18299999999999,1260,0,2,50,50.0,0,12.67,0,0,0,1,0,1.1031746031746033
15299,340000.0,4,2.5,2380,2.0,0.0,8,2380,0,47.3148,-122.34899999999999,2190,0,7,14,14.0,0,20.26,0,1,0,0,0,1.08675799086758
15300,678000.0,3,2.5,2640,2.0,0.0,9,2640,0,47.7043,-122.12799999999999,2680,0,7,11,11.0,0,11.71,1,0,0,0,0,0.9850746268656716
15301,275000.0,5,2.0,2260,1.0,0.0,7,1250,1010,47.3896,-122.21799999999999,1950,0,4,53,53.0,0,16.04,0,0,1,0,0,1.158974358974359
15302,493000.0,3,2.75,1720,1.0,0.0,7,1270,450,47.6138,-122.29799999999999,1690,0,9,67,67.0,0,1.78,0,0,0,0,1,1.017751479289941
15303,147000.0,3,1.0,1070,1.0,0.0,7,1070,0,47.4971,-122.279,920,0,12,54,54.0,0,8.09,0,0,0,1,0,1.1630434782608696
15304,334000.0,3,2.25,2000,2.0,0.0,7,2000,0,47.349,-122.167,1950,0,2,30,30.0,0,19.53,0,0,1,0,0,1.0256410256410255
15305,605000.0,4,2.5,2800,1.0,0.0,8,1420,1380,47.5959,-122.116,2140,0,7,44,44.0,0,10.24,1,0,0,0,0,1.308411214953271
15307,345000.0,3,1.0,1620,1.0,0.0,6,1620,0,47.474,-122.125,1680,0,11,56,56.0,0,13.47,0,0,0,1,0,0.9642857142857143
15309,470000.0,2,1.75,1520,1.0,0.0,7,840,680,47.6876,-122.366,1120,0,4,105,105.0,0,5.68,0,0,0,0,1,1.3571428571428572
15311,255000.0,3,2.25,1740,1.0,0.0,7,1740,0,47.3815,-122.09,1420,0,9,37,37.0,0,19.38,0,0,1,0,0,1.2253521126760563
15315,225000.0,2,1.0,1070,1.0,0.0,5,1070,0,47.495,-122.227,1910,0,5,93,93.0,0,9.29,0,0,0,1,0,0.5602094240837696
15316,520000.0,4,0.75,1960,1.0,4.0,7,1320,640,47.3648,-122.325,1940,1,12,91,28.0,1,16.8,0,1,0,0,0,1.0103092783505154
15317,345000.0,3,3.25,1600,2.0,0.0,8,1360,240,47.7151,-122.355,1390,0,8,14,14.0,0,7.45,0,0,0,0,1,1.1510791366906474
15318,475000.0,4,1.75,1650,1.0,0.0,7,1150,500,47.715,-122.354,1390,0,5,64,64.0,0,7.44,0,0,0,0,1,1.1870503597122302
15319,497500.0,5,1.5,2170,1.0,0.0,7,1230,940,47.6111,-122.126,1670,0,10,55,55.0,0,9.74,1,0,0,0,0,1.2994011976047903
15321,734500.0,4,2.75,3280,2.0,0.0,10,3280,0,47.7042,-122.10700000000001,3280,0,8,11,11.0,0,12.52,1,0,0,0,0,1.0
15322,276000.0,3,1.0,870,1.0,0.0,7,870,0,47.7048,-122.368,1440,0,12,61,61.0,0,6.85,0,0,0,0,1,0.6041666666666666
15324,325000.0,2,1.0,1400,1.0,0.0,7,1400,0,47.7726,-122.21,1560,0,8,40,40.0,0,12.77,1,0,0,0,0,0.8974358974358975
15325,425000.0,4,2.75,1680,1.0,0.0,7,1080,600,47.739,-122.243,1890,0,5,35,35.0,0,10.01,1,0,0,0,0,0.8888888888888888
15327,635000.0,3,2.5,2300,1.5,0.0,8,2000,300,47.5785,-122.29299999999999,2100,0,5,93,93.0,0,2.83,0,0,0,0,1,1.0952380952380953
15328,223000.0,3,1.75,1340,1.0,0.0,7,1340,0,47.3087,-122.206,1510,0,5,41,41.0,0,21.53,0,1,0,0,0,0.8874172185430463
15329,425000.0,3,2.75,2600,2.0,0.0,9,2600,0,47.3815,-122.146,2800,0,4,21,21.0,0,17.96,0,0,1,0,0,0.9285714285714286
15330,190000.0,3,2.25,1640,1.0,0.0,7,1220,420,47.3576,-122.039,1560,0,5,26,26.0,0,22.13,0,0,1,0,0,1.0512820512820513
15331,275000.0,4,1.75,1960,1.0,0.0,8,1960,0,47.3131,-122.383,2010,0,9,47,47.0,0,20.48,0,1,0,0,0,0.9751243781094527
15332,450000.0,3,2.5,1480,2.0,0.0,8,1480,0,47.5478,-122.0,1400,0,6,9,9.0,0,16.16,1,0,0,0,0,1.0571428571428572
15334,550000.0,4,2.0,1540,1.5,0.0,7,1540,0,47.6713,-122.3,1790,0,12,101,101.0,0,4.67,0,0,0,0,1,0.8603351955307262
15335,835000.0,4,2.75,4030,2.0,2.0,8,3310,720,47.7168,-122.365,2490,0,12,71,71.0,0,7.64,0,0,0,0,1,1.6184738955823292
15337,290000.0,2,2.0,1590,1.0,0.0,7,910,680,47.4585,-122.205,1560,0,11,31,31.0,0,11.97,0,0,0,1,0,1.0192307692307692
15340,572500.0,3,2.0,2290,2.0,0.0,9,2290,0,47.6517,-122.124,2250,0,12,35,35.0,0,10.28,1,0,0,0,0,1.0177777777777777
15342,350000.0,4,1.75,2740,1.0,0.0,7,1440,1300,47.5112,-122.329,1710,0,8,42,42.0,0,6.69,0,0,0,1,0,1.6023391812865497
15345,287000.0,3,2.25,2300,1.0,0.0,8,1550,750,47.324,-122.32799999999999,2000,0,12,36,36.0,0,19.61,0,1,0,0,0,1.15
15346,707500.0,4,4.0,1550,1.5,0.0,7,1550,0,47.6711,-122.398,1830,0,11,107,107.0,0,5.25,0,0,0,0,1,0.8469945355191257
15347,464500.0,4,2.5,1750,1.0,0.0,7,1610,140,47.7425,-122.321,1080,0,8,67,67.0,0,9.31,0,0,0,0,1,1.6203703703703705
15348,720000.0,3,1.5,2180,1.0,3.0,8,1090,1090,47.5787,-122.402,2070,0,12,73,73.0,0,3.71,0,0,0,0,1,1.0531400966183575
15349,319000.0,3,2.5,1610,2.0,0.0,7,1610,0,47.3714,-122.054,1840,0,12,20,20.0,0,20.95,0,0,1,0,0,0.875
15350,330000.0,3,1.0,1570,1.0,0.0,7,1570,0,47.7688,-122.337,1380,0,9,61,61.0,0,11.1,0,0,0,0,1,1.1376811594202898
15351,120750.0,3,1.75,1140,1.0,0.0,7,1140,0,47.2933,-122.37200000000001,1510,0,5,45,45.0,0,21.8,0,1,0,0,0,0.7549668874172185
15352,195000.0,3,1.75,1140,1.0,0.0,7,1140,0,47.2933,-122.37200000000001,1510,0,10,45,45.0,0,21.8,0,1,0,0,0,0.7549668874172185
15353,650000.0,4,1.5,2480,1.0,0.0,7,1380,1100,47.6445,-122.374,1440,0,1,69,69.0,0,3.1,0,0,0,0,1,1.7222222222222223
15354,530000.0,3,1.75,1690,1.0,0.0,8,1690,0,47.5857,-122.17200000000001,1840,0,5,56,56.0,0,7.75,1,0,0,0,0,0.9184782608695652
15355,825000.0,4,3.0,2910,1.0,0.0,8,1800,1110,47.6939,-122.391,2390,0,4,45,45.0,0,6.47,0,0,0,0,1,1.217573221757322
15358,547500.0,3,2.0,1850,1.0,0.0,7,950,900,47.696999999999996,-122.322,1430,0,8,74,74.0,0,6.17,0,0,0,0,1,1.2937062937062938
15359,762000.0,3,1.75,2150,2.0,0.0,8,1400,750,47.6629,-122.329,1610,0,12,108,108.0,0,3.8,0,0,0,0,1,1.3354037267080745
15360,340000.0,3,1.75,2650,1.0,0.0,7,1460,1190,47.7525,-122.315,1600,0,1,63,63.0,0,10.02,0,0,0,0,1,1.65625
15361,880000.0,4,1.75,2510,1.0,2.0,9,1830,680,47.648,-122.41,2190,0,11,61,61.0,0,4.44,0,0,0,0,1,1.1461187214611872
15364,382500.0,3,2.0,1150,1.0,0.0,7,1150,0,47.7489,-122.28399999999999,2470,0,9,62,8.0,1,10.01,0,0,0,0,1,0.46558704453441296
15365,344500.0,3,1.75,1890,1.0,0.0,7,1210,680,47.4872,-122.223,2040,0,1,39,39.0,0,9.84,0,0,0,1,0,0.9264705882352942
15366,375000.0,4,2.75,1430,1.0,0.0,7,1030,400,47.5346,-122.344,1480,0,4,33,33.0,0,5.09,0,0,0,0,1,0.9662162162162162
15367,276000.0,1,0.75,370,1.0,0.0,5,370,0,47.6778,-122.389,1340,0,7,91,91.0,0,5.43,0,0,0,0,1,0.27611940298507465
15368,500000.0,5,3.25,3130,2.0,0.0,8,2180,950,47.5336,-122.052,2410,0,7,39,39.0,0,14.16,0,0,0,1,0,1.2987551867219918
15369,330000.0,4,2.5,2105,2.0,0.0,8,2105,0,47.3531,-122.147,1930,0,7,11,11.0,0,19.67,0,0,1,0,0,1.0906735751295338
15370,328000.0,3,1.0,890,1.0,0.0,7,890,0,47.7518,-122.279,1930,0,8,64,64.0,0,10.27,0,0,0,0,1,0.46113989637305697
15371,450000.0,3,1.5,1340,1.0,0.0,7,1340,0,47.718,-122.193,1730,0,2,43,43.0,0,10.07,1,0,0,0,0,0.7745664739884393
15372,840500.0,4,2.25,2290,1.0,4.0,7,1490,800,47.5114,-122.245,2290,1,7,66,66.0,0,7.88,0,0,0,1,0,1.0
15373,679000.0,3,2.5,2770,2.0,3.0,8,2770,0,47.5253,-122.20100000000001,2660,0,8,57,14.0,1,8.47,0,0,0,1,0,1.0413533834586466
15374,270000.0,3,1.5,1890,1.0,0.0,7,1090,800,47.4829,-122.34100000000001,1470,0,6,57,57.0,0,8.64,0,0,0,1,0,1.2857142857142858
15375,757500.0,5,2.25,3160,2.0,0.0,8,3160,0,47.5678,-122.089,2540,0,1,38,38.0,0,11.79,1,0,0,0,0,1.2440944881889764
15376,524950.0,2,2.5,1830,2.0,0.0,7,1830,0,47.5524,-121.99600000000001,1850,0,11,9,9.0,0,16.26,1,0,0,0,0,0.9891891891891892
15378,551100.0,3,1.0,1430,1.0,0.0,7,1430,0,47.571999999999996,-122.147,1430,0,1,61,61.0,0,9.11,1,0,0,0,0,1.0
15379,421000.0,3,2.0,1420,1.0,0.0,7,1420,0,47.5309,-122.186,2020,0,11,46,46.0,0,8.75,0,0,0,1,0,0.7029702970297029
15380,635000.0,4,1.75,2460,2.0,0.0,8,2460,0,47.7256,-122.367,2760,0,8,62,62.0,0,8.25,0,0,0,0,1,0.8913043478260869
15381,255000.0,3,1.0,1340,1.5,0.0,7,1340,0,47.5272,-122.322,1260,0,12,94,94.0,0,5.61,0,0,0,0,1,1.0634920634920635
15382,419950.0,4,1.0,1530,1.0,0.0,7,1030,500,47.4544,-122.36,1690,0,3,60,60.0,0,10.67,0,0,0,1,0,0.9053254437869822
15384,281000.0,4,2.25,1677,2.0,0.0,7,1677,0,47.32,-122.178,1677,0,4,3,3.0,0,21.2,0,0,1,0,0,1.0
